@RELATION appl

@ATTRIBUTE Date DATE "yyyy-MM-dd"
@ATTRIBUTE Open   NUMERIC
@ATTRIBUTE High  NUMERIC
@ATTRIBUTE Low   NUMERIC
@ATTRIBUTE Close   NUMERIC
@ATTRIBUTE Volume   NUMERIC
@ATTRIBUTE AdjClose   NUMERIC

@DATA
2012-10-15,632.35,635.13,623.85,634.76,15446500,628.21
2012-10-12,629.56,635.38,625.30,629.71,16429100,623.21
2012-10-11,646.50,647.20,628.10,628.10,19502900,621.62
2012-10-10,639.74,644.98,637.00,640.91,18227000,634.30
2012-10-09,638.65,640.49,623.55,635.85,29949900,629.29
2012-10-08,646.88,647.56,636.11,638.17,22785500,631.59
2012-10-05,665.20,666.00,651.28,652.59,21214500,645.86
2012-10-04,671.25,674.25,665.55,666.80,13240200,659.92
2012-10-03,664.86,671.86,662.63,671.45,15152900,664.52
2012-10-02,661.81,666.35,650.65,661.31,22428300,654.49
2012-10-01,671.16,676.75,656.50,659.39,19414100,652.59
2012-09-28,678.75,681.11,666.75,667.10,19111100,660.22
2012-09-27,664.29,682.17,660.35,681.32,21217500,674.29
2012-09-26,668.74,672.69,661.20,665.18,20589400,658.32
2012-09-25,688.26,692.78,673.00,673.54,18528200,666.59
2012-09-24,686.86,695.12,683.00,690.79,22848800,683.66
2012-09-21,702.41,705.07,699.36,700.09,20413900,692.87
2012-09-20,699.16,700.06,693.62,698.70,12020300,691.49
2012-09-19,700.26,703.99,699.57,702.10,11674100,694.86
2012-09-18,699.88,702.33,696.42,701.91,13339400,694.67
2012-09-17,699.35,699.80,694.61,699.78,14215400,692.56
2012-09-14,689.96,696.98,687.89,691.28,21445500,684.15
2012-09-13,677.37,685.50,674.77,682.98,21370000,675.94
2012-09-12,666.85,669.90,656.00,669.79,25436900,662.88
2012-09-11,665.11,670.10,656.50,660.59,17999400,653.78
2012-09-10,680.45,683.29,662.10,662.74,17428500,655.90
2012-09-07,678.05,682.48,675.77,680.44,11773800,673.42
2012-09-06,673.17,678.29,670.80,676.27,13971300,669.29
2012-09-05,675.57,676.35,669.60,670.23,12013400,663.32
2012-09-04,665.76,675.14,664.50,674.97,13139000,668.01
2012-08-31,667.25,668.60,657.25,665.24,12082900,658.38
2012-08-30,670.64,671.55,662.85,663.87,10810700,657.02
2012-08-29,675.25,677.67,672.60,673.47,7243100,666.52
2012-08-28,674.98,676.10,670.67,674.80,9550600,667.84
2012-08-27,679.99,680.87,673.54,675.68,15250300,668.71
2012-08-24,659.51,669.48,655.55,663.22,15619300,656.38
2012-08-23,666.11,669.90,661.15,662.63,15004600,655.80
2012-08-22,654.42,669.00,648.11,668.87,20190100,661.97
2012-08-21,670.82,674.88,650.33,656.06,29025700,649.29
2012-08-20,650.01,665.15,649.90,665.15,21906600,658.29
2012-08-17,640.00,648.19,638.81,648.11,15812900,641.43
2012-08-16,631.21,636.76,630.50,636.34,9090500,629.78
2012-08-15,631.30,634.00,627.75,630.83,9190800,624.32
2012-08-14,631.87,638.61,630.21,631.69,12148900,625.17
2012-08-13,623.39,630.00,623.25,630.00,9958300,623.50
2012-08-10,618.71,621.76,618.70,621.70,6962100,615.29
2012-08-09,617.85,621.73,617.80,620.73,7915800,614.33
2012-08-08,619.39,623.88,617.10,619.86,8739500,610.84
2012-08-07,622.77,625.00,618.04,620.91,10373100,611.88
2012-08-06,617.29,624.87,615.26,622.55,10789400,613.49
2012-08-03,613.63,617.98,611.56,615.70,12318600,606.74
2012-08-02,602.84,610.69,600.25,607.79,11862800,598.95
2012-08-01,615.91,616.40,603.00,606.81,13732200,597.98
2012-07-31,603.23,611.70,602.72,610.76,16511700,601.88
2012-07-30,590.92,599.44,587.82,595.03,13540800,586.37
2012-07-27,575.01,585.83,571.59,585.16,14426300,576.65
2012-07-26,579.76,580.40,570.36,574.88,14522600,566.52
2012-07-25,574.46,580.80,570.00,574.97,31332600,566.61
2012-07-24,607.38,609.68,598.51,600.92,20183300,592.18
2012-07-23,594.40,605.90,587.71,603.83,17427700,595.05
2012-07-20,613.03,614.44,603.70,604.30,14195400,595.51
2012-07-19,611.28,615.35,606.00,614.32,15602200,605.38
2012-07-18,606.59,608.34,603.56,606.26,9025000,597.44
2012-07-17,610.79,611.50,603.15,606.94,10486600,598.11
2012-07-16,605.12,611.62,605.02,606.91,10759300,598.08
2012-07-13,602.95,607.19,600.00,604.97,11122400,596.17
2012-07-12,600.24,603.47,592.68,598.90,15287200,590.19
2012-07-11,606.12,607.66,597.22,604.43,16761500,595.64
2012-07-10,617.97,619.87,605.31,608.21,18284200,599.36
2012-07-09,605.30,613.90,604.11,613.89,13550200,604.96
2012-07-06,607.09,608.44,601.58,605.88,14961800,597.07
2012-07-05,600.56,614.34,599.65,609.94,17299400,601.07
2012-07-03,594.88,600.00,594.00,599.41,8632600,590.69
2012-07-02,584.73,593.47,583.60,592.52,14289000,583.90
2012-06-29,578.00,584.00,574.25,584.00,15053600,575.51
2012-06-28,571.67,574.00,565.61,569.05,10101300,560.77
2012-06-27,575.00,576.74,571.92,574.50,7249900,566.14
2012-06-26,571.33,574.49,567.33,572.03,9876300,563.71
2012-06-25,577.30,579.80,570.37,570.77,10870800,562.47
2012-06-22,579.04,582.19,575.42,582.10,10159700,573.63
2012-06-21,585.44,588.22,577.44,577.67,11655400,569.27
2012-06-20,588.21,589.25,580.80,585.74,12819400,577.22
2012-06-19,583.40,590.00,583.10,587.41,12907300,578.87
2012-06-18,570.96,587.89,570.37,585.78,15729000,577.26
2012-06-15,571.00,574.62,569.55,574.13,11973400,565.78
2012-06-14,571.24,573.50,567.26,571.53,12341900,563.22
2012-06-13,574.52,578.48,570.38,572.16,10485000,563.84
2012-06-12,574.46,576.62,566.70,576.16,15549300,567.78
2012-06-11,587.72,588.50,570.63,571.17,21116600,562.86
2012-06-08,571.60,580.58,569.00,580.32,12411300,571.88
2012-06-07,577.29,577.32,570.50,571.72,13563100,563.40
2012-06-06,567.77,573.85,565.50,571.46,14337700,563.15
2012-06-05,561.27,566.47,558.33,562.83,13864800,554.64
2012-06-04,561.50,567.50,548.50,564.29,19892700,556.08
2012-06-01,569.16,572.65,560.52,560.99,18606700,552.83
2012-05-31,580.74,581.50,571.46,577.73,17559800,569.33
2012-05-30,569.20,579.99,566.56,579.17,18908200,570.75
2012-05-29,570.90,574.00,565.31,572.27,13589600,563.95
2012-05-25,564.59,565.85,558.47,562.29,11732400,554.11
2012-05-24,575.87,576.50,561.23,565.32,17722500,557.10
2012-05-23,557.50,572.80,553.23,570.56,20889200,562.26
2012-05-22,569.55,573.88,552.58,556.97,24816800,548.87
2012-05-21,534.50,561.54,534.05,561.28,22539500,553.12
2012-05-18,533.96,543.41,522.18,530.38,26153300,522.67
2012-05-17,545.31,547.50,530.12,530.12,25615000,522.41
2012-05-16,554.05,556.89,541.04,546.08,20032000,538.14
2012-05-15,561.45,563.22,551.75,553.17,17012000,545.12
2012-05-14,562.57,567.51,557.60,558.22,12593800,550.10
2012-05-11,565.00,574.47,564.35,566.71,14269500,558.47
2012-05-10,574.58,575.88,568.44,570.52,11900000,562.22
2012-05-09,563.70,573.98,560.85,569.18,17168000,560.90
2012-05-08,569.58,571.50,558.73,568.18,17759000,559.92
2012-05-07,561.50,572.77,561.23,569.48,16432800,561.20
2012-05-04,577.08,578.36,565.17,565.25,18928300,557.03
2012-05-03,590.50,591.40,580.30,581.82,13948200,573.36
2012-05-02,580.24,587.40,578.86,585.98,15263900,577.46
2012-05-01,584.90,596.76,581.23,582.13,21821400,573.66
2012-04-30,597.80,598.40,583.00,583.98,18076600,575.49
2012-04-27,605.07,606.18,600.50,603.00,14525800,594.23
2012-04-26,614.27,614.69,602.13,607.70,19145300,598.86
2012-04-25,615.64,618.00,606.00,610.00,32349200,601.13
2012-04-24,562.61,567.69,555.00,560.28,38433900,552.13
2012-04-23,570.61,576.67,556.62,571.70,34518900,563.38
2012-04-20,591.38,594.62,570.42,572.98,36820900,564.65
2012-04-19,600.22,604.73,584.52,587.44,29811400,578.90
2012-04-18,613.72,620.25,602.71,608.34,34090400,599.49
2012-04-17,578.94,610.00,571.91,609.70,36626000,600.83
2012-04-16,610.06,610.28,578.25,580.13,37528100,571.69
2012-04-13,624.11,624.70,603.51,605.23,30701600,596.43
2012-04-12,625.00,631.33,620.50,622.77,21940600,613.71
2012-04-11,636.20,636.87,623.34,626.20,24879100,617.09
2012-04-10,639.93,644.00,626.00,628.44,31775900,619.30
2012-04-09,626.13,639.84,625.30,636.23,21340600,626.98
2012-04-05,626.98,634.66,623.40,633.68,22903500,624.46
2012-04-04,624.35,625.86,617.00,624.31,20463600,615.23
2012-04-03,627.30,632.21,622.51,629.32,29805700,620.17
2012-04-02,601.83,618.77,600.38,618.63,21369700,609.63
2012-03-30,608.77,610.56,597.94,599.55,26108500,590.83
2012-03-29,612.78,616.56,607.23,609.86,21722800,600.99
2012-03-28,618.38,621.45,610.31,617.62,23409300,608.64
2012-03-27,606.18,616.28,606.06,614.48,21683200,605.54
2012-03-26,599.79,607.15,595.26,606.98,21276500,598.15
2012-03-23,600.49,601.80,594.40,596.05,15374600,587.38
2012-03-22,597.78,604.50,595.53,599.34,22281100,590.62
2012-03-21,602.74,609.65,601.41,602.50,23001500,593.74
2012-03-20,599.51,606.90,591.48,605.96,29166500,597.15
2012-03-19,598.37,601.77,589.05,601.10,32187000,592.36
2012-03-16,584.72,589.20,578.00,585.57,29481700,577.05
2012-03-15,599.61,600.01,578.55,585.56,41418500,577.04
2012-03-14,578.05,594.72,575.40,589.58,50673000,581.00
2012-03-13,557.54,568.18,555.75,568.10,24673400,559.84
2012-03-12,548.98,552.00,547.00,552.00,14545800,543.97
2012-03-09,544.21,547.74,543.11,545.17,14961400,537.24
2012-03-08,534.69,542.99,532.12,541.99,18444900,534.11
2012-03-07,536.80,537.78,523.30,530.69,28518600,522.97
2012-03-06,523.66,533.69,516.22,530.26,28937100,522.55
2012-03-05,545.42,547.48,526.00,533.16,28897300,525.40
2012-03-02,544.24,546.80,542.52,545.18,15418300,537.25
2012-03-01,548.17,548.21,538.77,544.47,24402500,536.55
2012-02-29,541.56,547.61,535.70,542.44,34000400,534.55
2012-02-28,527.96,535.41,525.85,535.41,21442400,527.62
2012-02-27,521.31,528.50,516.28,525.76,19556500,518.11
2012-02-24,519.67,522.90,518.64,522.41,14824000,514.81
2012-02-23,515.08,517.83,509.50,516.39,20286700,508.88
2012-02-22,513.08,515.49,509.07,513.04,17260800,505.58
2012-02-21,506.88,514.85,504.12,514.85,21628400,507.36
2012-02-17,503.11,507.77,500.30,502.12,19135900,494.82
2012-02-16,491.50,504.89,486.63,502.21,33734000,494.91
2012-02-15,514.26,526.29,496.89,497.67,53790000,490.43
2012-02-14,504.66,509.56,502.00,509.46,16442800,502.05
2012-02-13,499.53,503.83,497.09,502.60,18472000,495.29
2012-02-10,490.96,497.62,488.55,493.42,22546500,486.24
2012-02-09,480.76,496.75,480.56,493.17,31579100,486.00
2012-02-08,470.50,476.79,469.70,476.68,14567500,469.75
2012-02-07,465.25,469.75,464.58,468.83,11293700,462.01
2012-02-06,458.38,464.98,458.20,463.97,8907600,457.22
2012-02-03,457.30,460.00,455.56,459.68,10235700,452.99
2012-02-02,455.90,457.17,453.98,455.12,6671300,448.50
2012-02-01,458.41,458.99,455.55,456.19,9644500,449.55
2012-01-31,455.59,458.24,453.07,456.48,13988700,449.84
2012-01-30,445.71,453.90,445.39,453.01,13547900,446.42
2012-01-27,444.34,448.48,443.77,447.28,10703900,440.77
2012-01-26,448.36,448.79,443.14,444.63,11570900,438.16
2012-01-25,454.44,454.45,443.73,446.66,34225500,440.16
2012-01-24,425.10,425.10,419.55,420.41,19558500,414.29
2012-01-23,422.67,428.45,422.30,427.41,10930800,421.19
2012-01-20,427.49,427.50,419.75,420.30,14784800,414.19
2012-01-19,430.15,431.37,426.51,427.75,9347800,421.53
2012-01-18,426.96,429.47,426.30,429.11,9885400,422.87
2012-01-17,424.20,425.99,422.96,424.70,8674900,418.52
2012-01-13,419.70,420.45,418.66,419.81,8072200,413.70
2012-01-12,422.28,422.90,418.75,421.39,7592400,415.26
2012-01-11,422.68,422.85,419.31,422.55,7681600,416.40
2012-01-10,425.91,426.00,421.50,423.24,9221300,417.08
2012-01-09,425.50,427.75,421.35,421.73,14072300,415.60
2012-01-06,419.77,422.75,419.22,422.40,11367600,416.26
2012-01-05,414.95,418.55,412.67,418.03,9688200,411.95
2012-01-04,410.00,414.68,409.28,413.44,9286500,407.43
2012-01-03,409.40,412.50,409.00,411.23,10793600,405.25
2011-12-30,403.51,406.28,403.49,405.00,6416500,399.11
2011-12-29,403.40,405.65,400.51,405.12,7713500,399.23
2011-12-28,406.89,408.25,401.34,402.64,8166500,396.78
2011-12-27,403.10,409.09,403.02,406.53,9467000,400.62
2011-12-23,399.69,403.59,399.49,403.33,9621400,397.46
2011-12-22,397.00,399.13,396.10,398.55,7227100,392.75
2011-12-21,396.69,397.30,392.01,396.45,9391000,390.68
2011-12-20,387.76,396.10,387.26,395.95,12043400,390.19
2011-12-19,382.47,384.85,380.48,382.21,8411800,376.65
2011-12-16,380.36,384.15,379.57,381.02,15052800,375.48
2011-12-15,383.33,383.74,378.31,378.94,9150000,373.43
2011-12-14,386.70,387.38,377.68,380.19,14531700,374.66
2011-12-13,393.00,395.40,387.10,388.81,12104600,383.15
2011-12-12,391.68,393.90,389.45,391.84,10752400,386.14
2011-12-09,392.85,394.04,391.03,393.62,10606900,387.89
2011-12-08,391.45,395.50,390.23,390.66,13441300,384.98
2011-12-07,389.93,390.94,386.76,389.09,10883800,383.43
2011-12-06,392.51,394.63,389.38,390.95,10128500,385.26
2011-12-05,393.49,396.41,390.39,393.01,12757500,387.29
2011-12-02,389.83,393.63,388.58,389.70,13537700,384.03
2011-12-01,382.54,389.00,380.75,387.93,13827900,382.29
2011-11-30,381.29,382.28,378.30,382.20,14497800,376.64
2011-11-29,375.84,378.83,370.20,373.20,13423400,367.77
2011-11-28,372.35,376.72,370.33,376.12,12371900,370.65
2011-11-25,368.42,371.15,363.32,363.57,9098600,358.28
2011-11-23,374.51,375.84,366.88,366.99,15295400,361.65
2011-11-22,371.02,377.93,370.94,376.51,14607900,371.03
2011-11-21,370.40,371.68,365.91,369.01,15999300,363.64
2011-11-18,378.92,379.99,374.88,374.94,13283500,369.49
2011-11-17,383.98,384.58,375.50,377.41,17139300,371.92
2011-11-16,389.25,391.14,384.32,384.77,12471800,379.17
2011-11-15,380.80,389.50,379.45,388.83,15386100,383.17
2011-11-14,383.52,385.25,378.20,379.26,15460900,373.74
2011-11-11,386.61,388.70,380.26,384.62,23349500,379.03
2011-11-10,397.03,397.21,382.15,385.22,26598300,379.62
2011-11-09,396.97,400.89,394.23,395.28,19953000,389.53
2011-11-08,402.21,408.00,401.56,406.23,14301500,400.32
2011-11-07,399.91,400.00,396.13,399.73,9652700,393.92
2011-11-04,402.03,403.44,399.16,400.24,10793900,394.42
2011-11-03,399.07,403.40,395.36,403.07,15763800,397.21
2011-11-02,400.09,400.44,395.11,397.41,11723400,391.63
2011-11-01,397.41,399.50,393.22,396.51,18992500,390.74
2011-10-31,402.42,409.33,401.05,404.78,13767900,398.89
2011-10-28,403.00,406.35,402.51,404.95,11530100,399.06
2011-10-27,407.56,409.00,401.89,404.69,17666600,398.80
2011-10-26,401.76,402.55,393.15,400.60,16296600,394.77
2011-10-25,405.03,406.55,397.38,397.77,15372400,391.98
2011-10-24,396.18,406.50,395.40,405.77,17933500,399.87
2011-10-21,398.10,399.14,390.75,392.87,22187300,387.16
2011-10-20,400.00,400.35,394.21,395.31,19616800,389.56
2011-10-19,401.35,408.42,397.80,398.62,39430700,392.82
2011-10-18,421.76,424.81,415.99,422.24,31485800,416.10
2011-10-17,421.74,426.70,415.94,419.99,24501600,413.88
2011-10-14,416.83,422.00,415.27,422.00,20477400,415.86
2011-10-13,404.98,408.43,402.85,408.43,15220900,402.49
2011-10-12,407.34,409.25,400.14,402.19,22224500,396.34
2011-10-11,392.57,403.18,391.50,400.29,21631700,394.47
2011-10-10,379.09,388.81,378.21,388.81,15804100,383.15
2011-10-07,375.78,377.74,368.49,369.80,19123500,364.42
2011-10-06,373.33,384.78,371.80,377.37,29020800,371.88
2011-10-05,367.86,379.82,360.30,378.25,28088200,372.75
2011-10-04,374.57,381.80,354.24,372.50,44059900,367.08
2011-10-03,380.37,382.64,373.17,374.60,23896400,369.15
2011-09-30,387.12,388.89,381.18,381.32,19558600,375.77
2011-09-29,401.92,402.21,386.21,390.57,23253100,384.89
2011-09-28,400.19,403.74,396.51,397.01,15344200,391.24
2011-09-27,408.73,409.25,398.06,399.26,22589200,393.45
2011-09-26,399.86,403.98,391.30,403.17,29031300,397.31
2011-09-23,400.28,406.74,399.85,404.30,19509900,398.42
2011-09-22,401.03,409.82,396.70,401.82,34588600,395.98
2011-09-21,419.64,421.59,412.00,412.14,21642000,406.15
2011-09-20,415.25,422.86,411.19,413.45,27705500,407.44
2011-09-19,397.00,413.23,395.20,411.63,29423600,405.64
2011-09-16,395.54,400.50,395.03,400.50,24946900,394.67
2011-09-15,391.43,393.66,389.90,392.96,14922100,387.24
2011-09-14,387.02,392.21,385.76,389.30,19097300,383.64
2011-09-13,382.14,386.21,380.25,384.62,15734300,379.03
2011-09-12,373.00,380.88,371.90,379.94,16708300,374.41
2011-09-09,383.93,386.00,375.02,377.48,20171900,371.99
2011-09-08,382.40,388.61,382.31,384.14,14862800,378.55
2011-09-07,385.56,385.60,382.00,383.93,12520600,378.35
2011-09-06,367.37,380.33,366.48,379.74,18203500,374.22
2011-09-02,374.74,378.00,371.83,374.05,15676400,368.61
2011-09-01,385.82,387.34,380.72,381.03,12275900,375.49
2011-08-31,390.57,392.08,381.86,384.83,18663800,379.23
2011-08-30,388.25,391.84,386.21,389.99,14925800,384.32
2011-08-29,388.18,391.50,388.00,389.97,14473900,384.30
2011-08-26,371.17,383.80,370.80,383.58,22909900,378.00
2011-08-25,365.08,375.45,365.00,373.72,31119500,368.28
2011-08-24,373.47,378.96,370.60,376.18,22366700,370.71
2011-08-23,360.30,373.64,357.00,373.60,23458400,368.17
2011-08-22,364.51,364.88,355.09,356.44,19118400,351.26
2011-08-19,362.17,367.00,356.00,356.03,27710300,350.85
2011-08-18,370.84,372.65,361.37,366.05,30408400,360.73
2011-08-17,382.31,384.52,378.00,380.44,15787900,374.91
2011-08-16,381.52,383.37,376.06,380.48,17812500,374.95
2011-08-15,379.63,384.97,378.09,383.41,16448000,377.83
2011-08-12,378.07,379.64,374.23,376.99,18892000,371.51
2011-08-11,370.52,375.45,364.72,373.70,26498900,368.26
2011-08-10,371.15,374.65,362.50,363.69,31380600,358.40
2011-08-09,361.30,374.61,355.00,374.01,38663700,368.57
2011-08-08,361.69,367.77,353.02,353.21,40851200,348.07
2011-08-05,380.44,383.50,362.57,373.62,43021100,368.19
2011-08-04,389.41,391.32,377.35,377.37,31121700,371.88
2011-08-03,390.98,393.55,382.24,392.57,26161000,386.86
2011-08-02,397.65,397.90,388.35,388.91,22840700,383.25
2011-08-01,397.78,399.50,392.37,396.75,21887000,390.98
2011-07-29,387.64,395.15,384.00,390.48,22592300,384.80
2011-07-28,391.62,396.99,388.13,391.82,21215500,386.12
2011-07-27,400.59,402.64,392.15,392.59,23547300,386.88
2011-07-26,400.00,404.50,399.68,403.41,17020800,397.54
2011-07-25,390.35,400.00,389.62,398.50,21064500,392.70
2011-07-22,388.32,395.05,387.75,393.30,18454600,387.58
2011-07-21,386.95,390.06,383.90,387.29,18804800,381.66
2011-07-20,396.12,396.27,386.00,386.90,33619300,381.27
2011-07-19,378.00,378.65,373.32,376.85,29255200,371.37
2011-07-18,365.43,374.65,365.28,373.80,20451900,368.36
2011-07-15,361.17,365.00,359.17,364.92,17302400,359.61
2011-07-14,361.01,361.61,356.34,357.77,15376200,352.57
2011-07-13,358.33,360.00,356.38,358.02,13987100,352.81
2011-07-12,353.53,357.68,348.62,353.75,16128900,348.60
2011-07-11,356.34,359.77,352.82,354.00,15809800,348.85
2011-07-08,353.34,360.00,352.20,359.71,17497400,354.48
2011-07-07,354.67,358.00,354.00,357.20,14273700,352.00
2011-07-06,348.95,354.10,346.71,351.76,15879500,346.64
2011-07-05,343.00,349.83,342.50,349.43,12680500,344.35
2011-07-01,335.95,343.50,334.20,343.26,15546900,338.27
2011-06-30,334.70,336.13,332.84,335.67,11534100,330.79
2011-06-29,336.04,336.37,331.88,334.04,12590900,329.18
2011-06-28,333.65,336.70,333.44,335.26,10510700,330.38
2011-06-27,327.59,333.90,327.25,332.04,12136200,327.21
2011-06-24,331.37,333.15,325.09,326.35,15707400,321.60
2011-06-23,318.94,331.69,318.12,331.23,19991400,326.41
2011-06-22,325.16,328.90,322.38,322.61,13949400,317.92
2011-06-21,316.68,325.80,315.20,325.30,17620800,320.57
2011-06-20,317.36,317.70,310.50,315.32,22880200,310.73
2011-06-17,328.99,329.25,319.36,320.26,21965000,315.60
2011-06-16,326.90,328.68,318.33,325.16,18235400,320.43
2011-06-15,329.75,330.30,324.88,326.75,14257000,322.00
2011-06-14,330.00,333.25,329.31,332.44,11948900,327.60
2011-06-13,326.60,328.31,325.07,326.60,11773500,321.85
2011-06-10,330.55,331.66,325.51,325.90,15498400,321.16
2011-06-09,333.25,333.67,330.75,331.49,9824600,326.67
2011-06-08,331.78,334.80,330.65,332.24,11918700,327.41
2011-06-07,338.17,338.22,331.90,332.04,18920900,327.21
2011-06-06,345.70,347.05,337.81,338.04,16497900,333.12
2011-06-03,343.18,345.33,342.01,343.44,11187500,338.44
2011-06-02,346.50,347.98,344.30,346.10,12099400,341.07
2011-06-01,348.87,352.13,344.65,345.51,19810100,340.48
2011-05-31,341.10,347.83,341.00,347.83,14919800,342.77
2011-05-27,334.80,337.63,334.31,337.41,7271400,332.50
2011-05-26,335.97,336.89,334.43,335.00,7948600,330.13
2011-05-25,336.78,338.56,332.85,336.78,10508000,331.88
2011-05-24,335.50,335.90,331.34,332.19,11497400,327.36
2011-05-23,329.97,335.98,329.42,334.40,13700000,329.54
2011-05-20,339.56,340.95,335.02,335.22,12070300,330.34
2011-05-19,342.08,342.41,338.67,340.53,9327500,335.58
2011-05-18,336.47,341.05,336.00,339.87,11956300,334.93
2011-05-17,332.00,336.14,330.73,336.14,16154800,331.25
2011-05-16,339.20,341.22,332.60,333.30,16063400,328.45
2011-05-13,345.66,346.25,340.35,340.50,11647000,335.55
2011-05-12,346.12,347.12,342.27,346.57,11500000,341.53
2011-05-11,349.02,350.00,345.24,347.23,12000000,342.18
2011-05-10,348.89,349.69,346.66,349.45,10074700,344.37
2011-05-09,347.86,349.20,346.53,347.60,7312400,342.54
2011-05-06,349.69,350.00,346.21,346.66,10004800,341.62
2011-05-05,348.40,350.95,346.05,346.75,11998900,341.71
2011-05-04,348.26,351.83,346.88,349.57,13901800,344.49
2011-05-03,347.99,349.89,345.62,348.20,11191000,343.14
2011-05-02,349.74,350.47,345.50,346.28,15811200,341.24
2011-04-29,346.78,353.95,346.67,350.13,35940900,345.04
2011-04-28,346.19,349.75,345.52,346.75,12891400,341.71
2011-04-27,352.24,352.35,347.10,350.15,12721900,345.06
2011-04-26,353.62,354.99,349.35,350.42,12100000,345.32
2011-04-25,350.34,353.75,350.30,353.01,9519500,347.88
2011-04-21,355.00,355.13,348.52,350.70,26921800,345.60
2011-04-20,343.51,345.75,341.50,342.41,25023800,337.43
2011-04-19,333.10,337.98,331.71,337.86,14977800,332.95
2011-04-18,326.10,332.23,320.16,331.85,21782100,327.02
2011-04-15,333.30,333.64,326.80,327.46,16200200,322.70
2011-04-14,334.80,336.00,332.06,332.42,10778600,327.58
2011-04-13,335.02,336.14,332.52,336.13,12365000,331.24
2011-04-12,330.49,333.73,330.20,332.40,15201400,327.57
2011-04-11,334.06,335.67,330.02,330.80,14248100,325.99
2011-04-08,339.92,340.15,333.95,335.06,13483400,330.19
2011-04-07,338.10,340.43,336.03,338.08,13337400,333.16
2011-04-06,341.22,343.90,337.14,338.04,14376400,333.12
2011-04-05,336.99,342.25,336.00,338.89,17240400,333.96
2011-04-04,344.31,344.60,338.40,341.19,16431600,336.23
2011-04-01,351.11,351.59,343.30,344.56,14952200,339.55
2011-03-31,346.36,349.80,346.06,348.51,9786400,343.44
